Country Name,Country Code,Indicator Name,Indicator Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Slovak Republic,SVK,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.485,,,
Slovak Republic,SVK,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6732,,,
Slovak Republic,SVK,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,19.54,,,,19.49,,,,25.81,,,,,,,,28.94,29.33,27.71,24.74,26.08,26.02,27.32,26.58,26.12,,,
Slovak Republic,SVK,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,22.27,,,,22.21,,,,22.82,,,,,,,,21.92,21.5,21.74,22.31,22.42,22,22.72,23,23.2,,,
Slovak Republic,SVK,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,18.14,,,,18.24,,,,20.84,,,,,,,,24.25,24.92,23.72,20.78,21.38,22.41,21.86,20.97,20.5,,,
Slovak Republic,SVK,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,31.59,,,,31.36,,,,34.82,,,,,,,,38.3,38.34,37.62,34.55,35.58,36.22,36.07,35.44,34.86,,,
Slovak Republic,SVK,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,5.43,,,,5.13,,,,3.13,,,,,,,,3.82,3.37,4.12,3.58,3.36,4.35,3.11,3.19,3.13,,,
Slovak Republic,SVK,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,11.96,,,,11.85,,,,8.71,,,,,,,,9.13,8.69,9.65,9.45,9.11,10.09,8.51,8.62,8.62,,,
Slovak Republic,SVK,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,15.57,,,,15.85,,,,14.95,,,,,,,,13.51,13.93,13.75,15.15,14.7,14.09,14.46,14.48,14.64,,,
Slovak Republic,SVK,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,18.6,,,,18.75,,,,18.71,,,,,,,,17.14,17.55,17.24,18.54,18.19,17.6,18.24,18.44,18.69,,,
Slovak Republic,SVK,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,0,,,,0,,,,0.027924,,,,,,,,0.004296,0.015036,0,0.019869,0.01614,0,0.022638,0.01944,0.012984,,,
Slovak Republic,SVK,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,0,,,,0,,,,0.104715,,,,,,,,0.025776,0.024165,0.002148,0.046182,0.028514,0,0.027489,0.02862,0.022722,,,
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,,5424050
Slovak Republic,SVK,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,0,,,,0,,,,0.07,,,,,,,,0.01,0.17,0,0.53,0.28,0,0.2,0.21,0.12,,,
Slovak Republic,SVK,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,0,,,,0,,,,0.51,,,,,,,,0.1,0.23,0.01,0.55,0.35,0,0.3,0.31,0.19,,,
Slovak Republic,SVK,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,0,,,,0,,,,0.52,,,,,,,,0.08,0.28,0,0.37,0.3,0,0.42,0.36,0.24,,,
Slovak Republic,SVK,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,0,,,,0,,,,1.95,,,,,,,,0.48,0.45,0.04,0.86,0.53,0,0.51,0.53,0.42,,,
Slovak Republic,SVK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,11.6,10.6,10.9,11,12,13,13.2,12.8,12.6,,
Slovak Republic,SVK,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,11.6,10.6,10.9,11,12,13,13.2,12.8,12.6,,
Slovak Republic,SVK,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46,,,,,16.27,,,
Slovak Republic,SVK,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,,,,,28,,,
Slovak Republic,SVK,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8356,,,
Slovenia,SVN,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2797,,,
Slovenia,SVN,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,23.6,,,,,,29.18,,,,,28.41,,,,29.12,30.87,24.84,24.63,24.48,24.37,23.72,24.83,24.94,24.87,25.59,,,
Slovenia,SVN,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,22.33,,,,,,21.88,,,,,22.48,,,,22.87,23.01,22.66,22.69,22.7,22.63,22.58,22.67,22.67,22.55,22.59,,,
Slovenia,SVN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,20.4,,,,,,24.48,,,,,23.04,,,,23.08,23.74,20.65,20.58,20.38,20.39,20.14,20.63,20.74,20.76,21.07,,,
Slovenia,SVN,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,34.2,,,,,,38.63,,,,,37.72,,,,37.86,39.06,34.74,34.59,34.48,34.44,34.04,34.74,34.76,34.78,35.23,,,
Slovenia,SVN,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,4.49,,,,,,3.97,,,,,3.94,,,,3.51,3.37,3.93,4.02,3.98,4.05,4.18,3.95,3.87,3.92,3.72,,,
Slovenia,SVN,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,10.41,,,,,,9.28,,,,,9.09,,,,8.65,8.16,9.79,9.9,9.88,9.96,10.21,9.82,9.69,9.74,9.43,,,
Slovenia,SVN,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,14.81,,,,,,13.28,,,,,13.36,,,,13.35,12.64,14.63,14.63,14.72,14.73,14.88,14.59,14.65,14.7,14.58,,,
Slovenia,SVN,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,18.24,,,,,,16.94,,,,,17.33,,,,17.28,17.13,18.18,18.19,18.2,18.23,18.31,18.17,18.23,18.22,18.16,,,
Slovenia,SVN,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,0.000398,,,,,,0.000995,,,,,0.000396,,,,0,0,0.0014,0.002,0.001206,0.000606,0.000202,0.000204,0.000205,0,0.000618,,,
Slovenia,SVN,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,0.001194,,,,,,0.00199,,,,,0.001188,,,,0.002587,0,0.0042,0.0036,0.00201,0.001818,0.000202,0.000612,0.000205,0.000205,0.00103,,,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,,2063768
Slovenia,SVN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,0.02,,,,,,0.04,,,,,0.02,,,,0,0,0.22,0.05,1.53,0.21,0.03,0.48,0.05,0,0,,,
Slovenia,SVN,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,0.03,,,,,,0.05,,,,,0.03,,,,0.02,0,0.19,0.09,0.97,0.15,0.02,0.31,0.04,0,0.01,,,
Slovenia,SVN,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,0.02,,,,,,0.05,,,,,0.02,,,,0,0,0.07,0.1,0.06,0.03,0.01,0.01,0.01,0,0.03,,,
Slovenia,SVN,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,0.06,,,,,,0.1,,,,,0.06,,,,0.13,0,0.21,0.18,0.1,0.09,0.01,0.03,0.01,0.01,0.05,,,
Slovenia,SVN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,11.6,11.5,12.3,11.3,12.7,13.6,13.5,14.5,14.5,14.3,
Slovenia,SVN,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,11.6,11.5,12.3,11.3,12.7,13.6,13.5,14.5,14.5,14.3,
Slovenia,SVN,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.64,,,,,19.79,,,
Slovenia,SVN,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.44,,,,,32.97,,,
Slovenia,SVN,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,
Solomon Islands,SLB,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63,,,,,,,,,,
Solomon Islands,SLB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75,,,,,,,,,,
Solomon Islands,SLB,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04,,,,,,,,,,
Solomon Islands,SLB,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,
Solomon Islands,SLB,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,,,,,,,,,,
Solomon Islands,SLB,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,,,,,,,,,,
Solomon Islands,SLB,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,
Solomon Islands,SLB,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21432,,,,,,,,,,
Solomon Islands,SLB,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325522,,,,,,,,,,
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,186338,193447,200642,207942,215353,222905,230614,238488,246502,254602,262719,270809,278846,286868,294962,303258,311849,320764,329984,339490,349250,359236,369438,379859,390489,401319,412336,423535,434893,446352,457841,469306,480716,492075,503410,514767,526177,537648,549162,560685,,583591
Solomon Islands,SLB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.38,,,,,,,,,,
Solomon Islands,SLB,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.59,,,,,,,,,,
Solomon Islands,SLB,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,
Solomon Islands,SLB,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,3.2,,
Solomon Islands,SLB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,
Solomon Islands,SLB,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.26,,,,,,,,,,
Solomon Islands,SLB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,
Solomon Islands,SLB,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7,,,,,,,,12.7,,
Solomon Islands,SLB,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,59.33,,,60.69,,,,57.77,,,,,,64.79,,63.01,,,63.38,,,,
South Africa,ZAF,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,18.16,,,17.55,,,,18.8,,,,,,14.16,,15.79,,,15.9,,,,
South Africa,ZAF,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,46.66,,,47.52,,,,44.93,,,,,,54.25,,51.26,,,51.26,,,,
South Africa,ZAF,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,64.33,,,65.88,,,,62.65,,,,,,71.05,,68.68,,,68.94,,,,
South Africa,ZAF,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,1.25,,,1.01,,,,1.28,,,,,,0.99,,1,,,0.94,,,,
South Africa,ZAF,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,2.95,,,2.66,,,,3.06,,,,,,2.58,,2.6,,,2.47,,,,
South Africa,ZAF,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,5.25,,,5.17,,,,5.59,,,,,,4.71,,4.87,,,4.71,,,,
South Africa,ZAF,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,9.31,,,8.73,,,,9.88,,,,,,7.51,,8.05,,,7.97,,,,
South Africa,ZAF,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,,,,,,,,,,,,,10.974963,,,13.524,,,,14.636169,,,,,,12.190848,,8.448378,,,8.53668,,,,
South Africa,ZAF,Number of poor at $3.10 a day (2011 PPP) (millions),SI.POV.NOP2,,,,,,,,,,,,,,,,,,,,17.487249,,,21.144,,,,22.441527,,,,,,22.445728,,17.88215,,,17.87754,,,,
South Africa,ZAF,"Population, total",SP.POP.TOTL,24189837,24728000,25268094,25805575,26355319,26940793,27576000,28254655,28971839,29724004,30505361,31307880,32121290,32933081,33728498,34490549,35200000,35933108,36690739,37473796,38283223,39120000,40000247,40926063,41899683,42923485,44000000,44909738,45448096,46034026,46641103,47270063,47921682,48596781,49296223,50020918,50771826,51549958,52356381,53192216,,54956920
South Africa,ZAF,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,9.52,,,12.87,,,,11.71,,,,,,8.14,,4.8,,,4.9,,,,
South Africa,ZAF,Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,,,,20.83,,,25.03,,,,23.45,,,,,,19.39,,13.26,,,13.09,,,,
South Africa,ZAF,Poverty gap at national poverty lines (%),SI.POV.NAGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,,,,,,,
South Africa,ZAF,"Poverty gap at national poverty lines (%), including noncomparable values",SI.POV.NAGP.NC,,,,,,,,,,,,,,,,,,,,,,12,,,,,16,,,,,35.6,,,27.9,,,,,,,
South Africa,ZAF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,29.29,,,33.81,,,,32.59,,,,,,25.44,,16.89,,,16.56,,,,
South Africa,ZAF,Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,,,,46.67,,,52.86,,,,49.97,,,,,,46.84,,35.75,,,34.68,,,,
South Africa,ZAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,,,,,53.8,,,,,
South Africa,ZAF,"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",SI.POV.NAHC.NC,,,,,,,,,,,,,,,,,,,,,,31,,,,,38,,,,,66.6,,,56.8,,53.8,,,,,
South Africa,ZAF,Rural poverty gap at national poverty lines (%),SI.POV.RUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,,,,,,,,,,
South Africa,ZAF,"Rural poverty gap at national poverty lines (%), including noncomparable values",SI.POV.RUGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,,,45,,,,,,,
South Africa,ZAF,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,,,,,77,,,,,
South Africa,ZAF,"Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values",SI.POV.RUHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,,,83,,77,,,,,
South Africa,ZAF,"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)",SI.SPR.PC40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",SI.SPR.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,,,,,,,
South Africa,ZAF,"Urban poverty gap at national poverty lines (%), including noncomparable values",SI.POV.URGP.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,17.6,,,,,,,
South Africa,ZAF,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,39.2,,,,,
South Africa,ZAF,"Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values",SI.POV.URHC.NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,41,,39.2,,,,,
South Asia,SAS,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by highest 20%,SI.DST.05TH.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by lowest 10%,SI.DST.FRST.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by second 20%,SI.DST.02ND.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Number of poor at $1.90 a day (2011 PPP) (millions),SI.POV.NOP1,,,,,,,,503.61,,,516.79,,,510.7,,,505.02,,,541.48,,,516.95,,,,,,552.35,,,508.25,,,464.68,,400.33,327.9,293.3,256.24,,
